TargetName	disease2B_scan | 006 | neg	normal4_scan | 017 | Geometric Segment	normal2B_scan | 008 | neg	normal3_scan | 002 | PanCK	disease3_scan | 009 | Geometric Segment	disease4_scan | 001 | PanCK	normal2B_scan | 020 | Geometric Segment	disease4_scan | 004 | PanCK	disease4_scan | 010 | Geometric Segment	disease3_scan | 003 | neg	disease1B_scan | 008 | neg	disease3_scan | 031 | Geometric Segment	normal3_scan | 021 | Geometric Segment	normal3_scan | 007 | Geometric Segment	normal4_scan | 004 | PanCK	disease3_scan | 030 | Geometric Segment	normal2B_scan | 013 | Geometric Segment	normal3_scan | 029 | Geometric Segment	normal3_scan | 025 | Geometric Segment	disease3_scan | 023 | Geometric Segment	disease3_scan | 007 | Geometric Segment	normal3_scan | 036 | Geometric Segment	normal3_scan | 020 | Geometric Segment	disease3_scan | 036 | Geometric Segment	disease2B_scan | 007 | neg	normal2B_scan | 012 | PanCK	normal3_scan | 011 | Geometric Segment	disease2B_scan | 010 | PanCK	disease3_scan | 025 | Geometric Segment	normal2B_scan | 021 | Geometric Segment	normal3_scan | 053 | Geometric Segment	disease3_scan | 012 | Geometric Segment	normal3_scan | 010 | Geometric Segment	normal3_scan | 044 | Geometric Segment	disease3_scan | 001 | neg	normal2B_scan | 011 | PanCK	disease2B_scan | 022 | Geometric Segment	disease3_scan | 001 | PanCK	normal3_scan | 024 | Geometric Segment	normal3_scan | 001 | PanCK	disease3_scan | 053 | Geometric Segment	disease3_scan | 027 | Geometric Segment	disease3_scan | 008 | Geometric Segment	normal3_scan | 018 | Geometric Segment	normal3_scan | 006 | neg	disease1B_scan | 015 | Geometric Segment	disease4_scan | 002 | PanCK	disease3_scan | 041 | Geometric Segment	disease1B_scan | 016 | Geometric Segment	disease4_scan | 008 | Geometric Segment	normal3_scan | 049 | Geometric Segment	disease3_scan | 004 | neg	normal3_scan | 014 | Geometric Segment	normal4_scan | 005 | PanCK	normal4_scan | 011 | Geometric Segment	disease2B_scan | 006 | PanCK	disease3_scan | 037 | Geometric Segment	disease3_scan | 051 | Geometric Segment	disease2B_scan | 020 | Geometric Segment	disease4_scan | 018 | Geometric Segment	disease4_scan | 003 | neg	normal3_scan | 034 | Geometric Segment	disease3_scan | 049 | Geometric Segment	disease1B_scan | 019 | Geometric Segment	normal3_scan | 040 | Geometric Segment	normal2B_scan | 019 | Geometric Segment	normal3_scan | 052 | Geometric Segment	disease1B_scan | 010 | PanCK	normal2B_scan | 017 | Geometric Segment	disease4_scan | 004 | neg
AVL9	11	2	27	6	13	8	5	16	5	33	13	6	10	12	9	19	6	7	7	15	14	5	9	5	18	16	11	7	6	4	2	9	7	4	46	10	7	13	7	17	6	7	13	9	10	1	10	3	1	18	4	48	4	19	7	4	9	9	8	8	56	6	7	1	6	10	6	11	4	39
COX15	16	6	26	23	9	13	10	12	14	47	18	15	19	5	27	18	14	5	10	11	28	8	14	8	18	20	9	10	7	1	7	14	22	17	69	11	8	36	18	22	13	20	13	11	38	2	15	4	1	23	16	69	14	29	15	7	13	16	3	8	62	3	15	1	5	10	6	10	12	39
ARNT2	6	2	14	12	10	26	10	12	11	45	13	9	17	12	10	21	7	8	15	18	23	7	16	16	11	9	13	12	15	5	4	12	19	10	61	5	4	57	10	22	12	14	14	15	45	5	25	11	3	18	14	64	10	18	6	2	7	12	5	6	42	7	12	1	7	9	6	22	6	35
SLC25A33	11	5	26	14	5	17	9	13	15	65	16	7	23	13	17	14	6	5	12	8	17	6	20	12	13	12	4	6	9	4	5	13	13	5	67	7	3	32	11	21	14	17	12	17	42	3	13	4	3	24	12	69	11	19	19	4	12	19	7	12	50	5	13	2	6	7	6	9	8	40
SNX20	1	1	10	3	7	4	2	5	8	24	6	6	4	8	8	15	4	5	12	7	22	5	10	9	3	2	3	2	4	1	7	8	8	4	34	6	4	20	7	9	12	9	8	6	5	2	4	3	1	7	4	28	1	8	5	1	6	7	3	4	29	7	4	1	1	4	3	7	5	30
FKBP11	12	7	29	7	16	15	5	8	10	38	11	10	21	13	12	20	14	3	13	13	23	9	13	12	17	6	10	9	19	1	5	13	9	7	52	5	3	31	10	17	16	15	19	14	15	1	12	5	3	27	14	75	10	7	6	2	10	13	8	9	40	6	5	2	4	14	7	16	15	44
METAP1	21	6	30	15	16	14	10	14	5	32	8	9	16	19	30	15	13	5	17	9	20	10	18	13	10	17	13	9	8	4	10	17	12	12	55	11	6	22	9	22	16	13	18	15	17	2	13	7	4	21	15	54	18	29	18	4	15	9	7	7	48	11	14	1	11	13	14	14	18	35
HAO2	15	4	19	9	7	4	10	6	9	67	33	9	15	12	13	13	7	4	19	11	17	19	12	7	24	5	9	1	4	4	12	10	14	11	93	7	2	35	7	14	5	10	14	11	250	1	9	7	1	17	12	64	9	8	8	2	5	11	3	4	66	16	10	2	10	4	7	13	9	54
AATF	13	3	20	10	8	20	9	13	9	34	14	9	10	16	26	16	10	7	15	6	19	8	4	9	13	12	12	10	14	7	15	10	7	8	43	14	4	31	8	20	7	8	19	9	19	1	9	6	1	8	12	36	13	23	8	3	12	10	6	8	57	6	11	1	4	16	2	10	18	21
ATP9B	4	5	21	16	14	11	7	14	11	46	16	13	16	13	17	24	11	10	8	10	21	12	13	12	6	10	12	5	10	4	6	13	8	7	56	7	2	44	8	22	12	19	16	11	29	1	14	5	3	24	18	64	11	16	5	3	17	18	10	12	66	9	20	2	6	14	9	15	15	46
TET2	13	11	29	15	9	22	20	21	17	38	17	18	22	23	33	23	15	8	15	17	28	7	22	20	9	13	26	4	8	12	8	18	20	18	46	12	3	34	15	26	15	16	15	25	36	3	8	6	7	30	22	58	22	19	23	3	17	16	10	11	44	6	24	1	15	19	16	20	22	44
ARTN	11	4	13	9	11	15	9	3	12	38	10	10	14	14	15	13	8	7	10	19	20	6	7	5	5	5	7	2	10	3	7	11	8	10	54	10	3	37	3	6	10	11	14	6	17	1	3	3	1	20	8	46	4	11	8	1	8	11	4	2	37	7	10	1	11	3	4	6	11	39
SBNO1	11	13	36	17	15	18	11	15	11	45	12	13	24	12	21	18	6	7	14	11	29	6	16	17	12	8	18	6	11	5	10	18	9	8	54	18	1	38	15	31	15	13	19	7	47	4	14	7	8	31	20	81	15	18	12	2	14	25	6	7	66	8	11	1	6	25	5	14	7	51
C1orf216	6	3	13	7	8	9	13	3	18	38	5	11	11	11	10	18	11	4	5	10	19	6	13	10	11	9	12	6	13	7	8	12	8	10	40	1	4	23	8	17	14	17	14	15	17	4	9	9	1	16	13	52	15	24	13	2	11	14	3	6	38	7	7	3	8	8	1	12	15	33
SMIM10L1	12	9	18	16	21	11	10	16	21	51	10	13	32	12	20	27	18	10	16	14	23	5	12	9	11	11	18	12	21	2	19	10	12	19	66	8	7	38	16	25	14	16	14	14	36	2	20	8	2	33	24	53	17	26	11	4	19	13	5	6	59	15	20	2	5	10	10	18	19	50
DCK	15	6	26	5	17	15	11	12	12	28	8	14	16	19	16	16	10	5	12	13	30	14	11	14	12	17	11	8	22	3	10	13	13	5	67	9	8	29	11	13	20	9	15	12	36	1	12	12	3	22	12	51	10	13	10	3	12	14	7	2	44	8	14	2	5	10	8	16	12	49
UQCRC2	26	7	55	34	14	58	13	24	18	58	33	18	23	28	37	25	14	11	14	23	34	15	22	18	29	34	21	20	21	6	15	14	23	10	79	29	7	62	11	55	17	18	22	18	69	1	38	6	1	35	14	68	15	53	19	4	13	17	11	13	114	13	13	1	11	18	11	28	22	75
SIX3	3	5	7	7	7	5	2	3	5	22	6	10	4	8	5	5	1	4	11	9	10	4	9	4	5	4	3	3	8	1	5	11	6	5	55	2	2	24	2	10	9	7	13	11	12	1	7	4	3	11	5	49	7	13	3	2	9	7	6	1	37	5	5	1	4	6	6	6	7	28
UCP3	5	2	30	8	15	14	5	7	14	39	12	10	19	8	9	13	3	4	4	9	19	8	12	7	7	8	14	4	9	4	7	15	9	6	57	7	3	28	7	12	15	13	6	14	24	2	8	6	1	12	10	54	9	10	8	2	10	14	4	3	36	3	9	3	6	5	4	11	8	35
NAT9	12	5	34	10	13	8	12	15	11	60	10	12	22	21	25	20	16	7	16	20	36	13	9	14	7	10	11	9	17	2	7	11	10	11	81	5	1	50	5	14	18	19	14	17	25	2	11	8	2	34	17	81	10	17	11	1	19	12	5	12	86	5	13	1	8	13	5	16	19	40
CXCL16	13	9	23	3	8	19	12	4	14	39	22	9	22	17	10	24	13	8	9	17	27	7	8	12	7	19	11	5	17	3	7	13	11	10	65	4	8	34	6	16	18	17	19	7	30	3	12	7	2	24	14	66	7	11	5	6	9	20	2	4	62	8	13	1	4	11	6	19	13	47
MAGEA8	3	6	17	7	10	6	3	10	10	29	9	5	10	6	13	5	4	5	10	8	13	5	5	6	6	1	5	5	8	1	4	7	8	3	40	7	8	31	6	6	3	9	4	6	21	1	2	3	2	19	8	36	5	6	6	3	8	4	10	5	57	10	10	2	8	8	4	18	7	29
CDYL	5	4	19	3	17	18	9	9	9	38	8	8	14	12	10	18	12	6	8	9	25	12	12	11	6	6	9	5	6	6	8	14	9	10	63	4	5	33	10	15	20	18	15	11	20	3	6	9	1	23	10	56	13	14	12	4	14	9	7	3	48	9	8	1	8	12	7	7	12	59
CXCL6	5	1	18	4	4	4	2	6	14	35	9	9	5	4	8	5	10	2	7	6	17	7	4	13	2	5	3	3	9	2	6	10	5	8	45	7	2	21	9	13	10	9	5	12	17	5	6	2	1	20	4	64	6	5	6	5	16	9	4	2	36	6	5	2	4	7	2	5	5	45
BFAR	10	9	14	6	10	13	9	5	14	30	10	15	15	8	12	10	13	6	14	15	29	9	8	8	12	8	11	6	13	7	6	10	8	12	34	6	10	31	10	20	13	14	19	4	24	1	7	4	2	25	18	48	13	15	7	4	17	18	8	4	58	9	9	5	8	8	2	4	6	27
HSF2	9	4	21	22	15	8	7	14	22	52	14	9	20	14	13	21	12	13	24	14	23	13	17	16	14	10	8	5	19	8	5	15	13	12	58	9	7	46	20	16	18	16	16	10	23	1	8	8	3	26	17	56	22	17	13	2	15	19	6	4	63	13	13	1	9	14	6	14	14	37
RETNLB	5	5	11	4	12	10	1	4	13	27	11	14	13	8	10	14	9	9	12	11	20	7	6	12	5	8	6	2	12	3	6	3	5	10	59	7	4	32	10	18	13	15	11	12	14	1	12	6	2	15	9	38	6	16	4	1	7	7	4	6	37	5	6	2	9	7	6	8	8	31
PLCXD1	3	4	10	4	14	10	7	7	14	44	8	9	10	7	12	16	6	1	10	16	15	6	6	4	7	5	8	5	13	3	4	15	5	8	43	6	5	26	5	9	9	11	14	9	23	3	7	7	1	16	17	51	8	7	9	4	9	11	1	3	34	8	10	1	5	6	3	13	10	29
ZNF169	2	1	7	1	7	2	4	4	7	20	7	5	7	4	3	8	2	2	4	2	10	6	7	8	10	6	7	6	6	1	3	3	7	5	34	1	4	28	6	7	6	9	5	8	10	1	7	2	1	16	4	35	4	5	5	5	3	6	2	2	35	8	5	1	1	3	8	4	2	22
KRTAP20-2	9	2	11	2	10	2	7	2	6	30	12	5	4	5	10	9	6	4	9	11	20	7	12	12	10	11	10	3	12	3	10	8	5	11	38	3	4	27	11	12	11	6	7	14	17	1	6	6	2	11	2	37	4	12	7	1	6	8	4	5	38	7	7	1	6	6	3	12	5	38
KLF15	15	6	24	12	8	15	6	9	7	52	15	15	9	16	7	14	4	6	18	10	15	8	11	16	7	7	11	5	12	2	9	11	8	9	71	5	4	38	11	10	12	20	9	11	40	1	15	2	2	14	15	74	15	21	7	1	16	12	10	7	59	10	12	1	7	7	6	8	10	42
COL18A1	8	4	25	34	29	28	5	25	8	62	16	14	17	26	20	19	15	9	23	16	34	13	10	13	17	8	10	9	12	3	12	18	11	12	59	10	9	61	11	41	12	16	13	19	32	1	24	6	2	19	23	92	10	30	19	2	19	17	12	11	75	15	17	2	6	20	9	29	11	32
DMRTA1	7	2	26	9	13	6	7	5	13	37	13	11	6	10	16	15	3	10	10	7	21	2	9	4	6	9	7	9	7	6	6	10	7	7	59	6	5	29	6	4	11	13	15	6	21	2	16	1	1	22	9	53	5	11	8	7	8	11	9	2	39	8	9	1	4	11	1	16	6	47
DESI2	8	5	19	7	15	9	13	7	10	20	12	4	8	17	8	11	7	10	12	11	15	12	5	10	13	8	11	6	9	2	8	9	8	11	44	10	3	17	11	11	12	9	10	9	19	7	6	2	1	10	17	50	11	21	2	2	9	13	7	4	36	4	8	1	6	18	3	11	9	31
H4C5	9	5	45	13	20	25	20	10	8	64	25	19	36	24	7	17	22	12	24	20	46	18	27	25	11	20	18	4	13	15	12	20	22	12	86	12	11	34	14	28	31	15	27	18	42	4	11	12	4	25	20	134	24	19	5	1	28	23	9	11	62	13	18	1	10	30	9	21	7	56
TBC1D22A	13	4	22	19	22	13	7	17	18	43	13	23	30	26	27	26	16	5	19	28	34	12	17	22	14	17	22	16	27	9	11	20	20	19	73	9	7	38	10	36	26	23	24	16	32	4	21	9	2	38	28	79	26	32	17	5	16	31	20	8	60	11	21	1	6	20	13	11	20	47
NPW	6	1	18	3	14	5	5	5	7	31	11	11	4	11	13	17	2	7	5	6	7	8	9	3	8	7	3	3	7	3	6	11	5	4	55	8	6	28	7	12	6	6	15	6	16	1	7	2	2	17	6	49	9	13	3	3	11	15	1	6	44	5	11	1	2	5	5	10	9	30
CARHSP1	26	6	49	4	34	8	20	11	12	64	23	21	20	19	16	33	25	5	10	23	58	13	18	25	22	10	29	13	25	8	11	23	10	16	74	11	7	32	19	17	27	27	31	15	22	6	9	9	5	38	23	86	9	21	29	12	23	37	13	6	127	15	23	1	7	24	12	14	24	63
RAB43	9	5	29	20	6	7	8	21	26	47	19	16	16	22	21	27	8	7	13	24	21	13	11	8	10	12	15	4	17	2	13	13	8	7	70	5	8	40	7	18	19	23	14	13	21	2	18	8	4	29	14	91	8	22	12	1	13	20	8	5	71	10	17	2	4	6	7	21	14	47
ABCD4	17	6	37	12	23	7	8	12	17	45	13	14	23	12	17	12	15	8	12	11	27	12	16	10	13	14	14	8	14	8	12	17	11	13	78	13	7	50	10	25	17	22	24	19	28	5	10	4	1	25	19	62	19	15	12	1	13	17	11	10	65	12	15	1	10	20	5	16	11	50
OR1N2	12	5	19	4	10	8	3	6	12	37	12	11	16	7	16	16	8	5	13	8	24	4	6	7	9	9	9	3	10	6	6	13	6	7	42	5	7	20	4	11	2	13	7	10	18	1	7	7	1	18	9	51	1	8	6	2	11	9	2	1	43	5	6	1	3	8	7	11	7	32
TAS2R43	6	7	12	16	8	5	3	9	10	41	13	11	28	10	10	16	6	3	12	13	21	22	10	2	11	3	12	4	16	3	9	4	13	11	58	7	4	26	4	22	6	17	10	14	23	1	12	8	2	20	4	51	9	14	4	1	9	13	7	6	35	11	12	2	5	9	6	16	2	40
PARP1	9	7	45	19	19	23	16	18	23	91	25	15	25	31	19	33	26	13	17	22	38	24	20	13	15	25	15	13	31	9	7	19	15	19	95	22	4	61	8	33	24	23	23	21	54	2	20	6	3	35	26	98	24	30	18	4	24	29	6	16	99	9	17	1	16	21	9	15	19	73
ADGRA3	10	6	27	16	9	14	9	14	17	58	14	12	23	13	11	21	15	8	8	15	30	6	13	13	14	14	15	11	10	6	11	15	16	12	50	9	7	47	8	28	23	21	20	17	47	1	5	9	4	21	17	66	12	18	12	2	14	15	5	8	59	11	13	3	11	10	7	16	11	31
SGCE	12	6	13	3	6	12	10	5	6	32	8	12	10	21	16	20	17	3	8	9	32	9	18	5	9	7	10	3	9	6	10	11	9	14	50	9	6	28	6	16	11	15	13	17	20	1	6	6	1	25	14	46	10	9	11	1	13	21	4	7	57	5	12	1	6	7	4	9	13	30
GRIK1	10	5	16	6	9	8	3	7	5	31	4	5	10	9	9	14	8	6	11	11	16	6	7	6	4	4	7	3	7	1	7	16	6	6	51	5	4	19	4	8	10	6	8	12	16	1	8	5	2	16	10	47	4	13	6	1	11	6	2	1	44	5	10	1	2	8	6	9	6	41
MPC2	32	6	76	32	17	35	13	21	17	61	47	13	32	18	28	24	19	15	16	22	27	10	18	12	53	40	15	17	15	8	14	15	21	19	97	31	6	46	18	47	20	22	22	24	118	1	27	4	2	24	16	77	16	47	16	5	10	14	6	11	127	16	11	3	10	19	11	47	29	66
B4GALNT1	8	5	11	3	4	7	5	8	12	50	9	10	7	13	9	13	10	6	8	5	15	8	9	11	1	3	5	5	13	4	7	6	8	3	47	3	7	30	5	3	5	9	12	10	10	1	7	4	3	20	6	52	4	10	8	4	13	11	5	4	43	4	11	1	4	10	8	8	2	38
ELOA3D	15	4	14	20	66	23	15	22	35	241	20	65	34	23	32	104	9	15	13	89	125	19	32	67	17	9	34	5	76	5	19	62	16	25	321	9	9	203	15	47	65	86	74	18	48	1	22	31	4	45	31	354	34	27	18	7	68	67	10	23	107	9	50	1	10	12	23	27	23	70
ARMH4	8	75	18	7	100	11	78	5	46	40	14	122	128	141	6	146	118	47	109	84	115	71	117	110	13	8	91	7	87	34	76	57	91	76	47	3	13	27	80	14	110	91	137	86	24	12	11	32	15	112	106	69	96	5	151	2	114	175	46	47	44	58	93	1	64	93	66	7	122	45
OR5A2	8	2	15	9	10	10	9	6	14	49	7	11	10	7	8	17	6	4	12	7	18	9	11	19	8	2	7	1	13	4	4	7	10	9	55	6	1	34	3	5	5	17	8	10	16	1	6	7	1	19	12	63	3	14	5	5	17	3	6	1	37	10	12	4	4	9	3	5	4	36
UNCX	1	3	22	7	9	4	2	8	11	25	11	8	13	13	5	12	8	3	12	7	10	8	10	10	7	9	2	3	7	1	5	5	6	7	43	1	4	23	4	4	6	11	12	7	22	1	6	6	1	16	6	41	3	10	5	3	8	12	5	3	20	10	6	1	2	6	3	8	3	18
DET1	15	2	24	8	21	10	7	9	13	49	16	13	19	25	14	11	11	4	15	24	19	11	11	9	7	13	13	9	12	8	10	13	11	11	67	7	14	29	14	15	16	17	15	10	29	1	12	7	2	30	21	71	11	22	11	3	15	21	4	8	52	9	15	1	11	7	7	10	8	56
MMP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BEX4	18	22	41	41	32	24	28	30	34	49	30	24	52	50	55	47	56	15	39	21	31	24	34	23	13	48	27	27	26	20	18	18	44	36	73	38	11	53	27	79	24	27	28	34	77	5	32	8	9	53	28	70	40	61	38	10	18	32	23	17	84	30	24	3	29	39	24	29	50	69
SOWAHB	7	3	22	15	6	15	4	7	8	26	13	10	16	8	9	14	6	2	12	11	19	7	7	9	8	12	5	11	5	1	10	7	9	7	45	12	10	34	7	27	8	8	10	11	20	2	21	5	2	16	13	52	2	13	9	5	9	12	7	8	45	9	14	1	4	6	5	13	9	49
INSM1	1	3	14	2	15	7	3	5	10	35	14	10	11	8	8	12	6	3	3	7	17	3	7	5	10	8	7	1	7	3	7	8	3	11	62	9	1	27	6	10	5	17	14	10	14	1	9	2	1	19	7	35	2	11	8	1	8	10	2	4	31	5	12	1	5	10	4	8	8	40
TRAC	6	2	7	6	9	5	6	5	9	18	5	6	12	11	5	10	5	5	12	4	12	9	8	5	4	8	6	2	6	1	4	7	7	8	21	5	1	15	8	11	13	4	8	4	12	1	3	1	3	16	9	42	10	5	3	1	5	9	4	4	27	4	9	1	2	6	1	7	9	18
PLEKHG4B	11	4	10	4	7	2	5	5	7	34	6	3	6	8	9	8	11	4	6	6	18	11	11	7	3	5	8	3	5	1	7	10	9	12	41	8	3	17	8	16	6	7	9	5	20	1	11	4	1	12	9	21	5	5	9	4	9	8	6	7	32	4	8	1	2	8	4	14	10	27
ENO4	6	3	14	5	5	8	5	9	13	38	17	7	9	18	7	6	10	6	16	7	28	4	12	5	7	9	5	4	8	3	2	7	7	6	48	5	4	28	7	9	8	7	6	10	20	2	12	4	2	17	11	42	5	5	7	1	11	12	6	2	42	4	2	1	4	5	1	8	4	34
SULT4A1	6	3	13	2	4	4	2	6	9	17	7	6	8	9	8	7	9	2	7	7	8	3	6	2	10	4	6	3	7	1	5	7	4	8	29	3	2	17	3	3	8	6	7	4	12	2	2	5	1	9	5	33	1	11	6	1	3	6	3	1	31	6	2	2	3	8	1	6	3	22
C12orf56	1	2	15	2	5	7	3	6	14	29	9	13	12	13	8	5	4	5	7	2	14	6	8	3	8	10	9	4	8	3	3	8	5	6	33	2	5	33	7	7	13	6	9	7	8	1	5	4	1	16	10	28	8	4	7	1	8	5	5	2	43	3	7	2	5	6	3	6	3	34
YWHAB	27	19	67	24	44	34	23	21	27	66	26	33	43	52	24	34	30	13	29	38	52	16	23	29	25	39	34	13	31	17	18	34	28	22	97	30	11	59	13	50	25	43	38	27	50	6	39	4	5	41	43	101	28	55	24	4	28	37	12	19	133	21	31	1	16	25	16	27	32	68
HMGA2	6	3	11	13	22	16	7	9	13	50	8	22	14	12	17	30	7	11	16	24	27	14	14	8	8	8	13	2	19	6	8	26	10	9	110	7	8	60	9	19	17	16	27	14	26	1	10	10	3	27	12	113	10	22	7	6	13	16	11	7	56	6	20	2	5	11	9	24	4	46
HCG22	7	4	16	5	15	13	7	12	11	42	15	10	13	10	12	17	2	5	9	16	17	5	14	9	10	6	9	1	20	5	7	13	7	6	54	6	3	36	8	7	7	10	9	9	15	2	8	8	1	16	11	57	8	11	8	3	10	11	1	2	52	1	12	3	5	13	5	9	15	38
PACSIN2	53	13	100	30	11	45	17	14	14	51	47	18	28	24	42	20	27	3	12	6	40	24	32	22	37	35	22	15	15	7	14	18	20	15	80	29	11	43	21	55	28	25	25	18	70	3	40	8	4	25	11	72	19	36	17	11	12	21	10	9	92	10	11	1	12	24	15	29	33	49
CLDN23	3	2	14	4	9	9	5	7	8	37	7	7	8	11	9	8	10	3	9	11	16	7	6	5	8	9	9	1	9	1	9	6	7	2	42	4	3	21	3	8	7	14	7	7	17	1	9	3	1	14	6	41	7	4	2	2	10	14	4	4	34	6	6	1	6	7	2	6	4	28
NDUFA12	15	13	39	12	19	21	21	10	13	39	15	9	14	22	26	11	14	7	10	11	24	8	9	16	14	31	15	9	13	11	9	10	12	12	50	18	4	36	10	23	15	19	22	14	43	1	20	7	4	24	14	64	13	36	19	2	21	15	5	6	56	5	16	1	7	20	12	13	17	33
IMP3	9	2	12	13	12	11	7	11	9	45	12	8	15	11	11	16	11	3	10	17	18	11	11	6	13	13	19	3	15	3	10	15	17	8	53	5	6	35	9	20	16	11	19	16	36	1	9	4	3	18	12	55	7	13	13	3	11	18	6	5	36	5	9	1	6	11	6	6	4	38
FKRP	9	3	21	9	16	18	6	12	13	59	13	16	29	23	22	15	12	13	26	17	36	13	20	16	10	5	15	4	13	4	12	14	13	13	70	5	2	35	20	18	13	12	25	10	25	3	10	8	1	31	14	62	13	9	11	2	17	9	3	13	62	12	8	1	4	9	3	21	18	54
OOEP	5	2	11	3	10	6	4	4	5	29	8	6	6	11	6	8	2	9	4	1	9	1	3	7	10	5	6	3	5	1	3	6	5	5	43	4	2	23	4	7	8	4	11	9	6	1	4	2	1	18	4	40	3	8	2	2	8	5	1	3	33	4	7	1	1	4	3	5	8	31
PHF24	4	9	19	4	8	11	8	13	15	35	18	14	15	13	9	23	7	8	13	8	18	10	14	9	10	9	13	4	8	3	7	12	7	7	57	9	5	30	3	15	11	11	15	12	23	2	12	4	1	22	11	62	13	7	8	2	10	22	4	1	57	3	8	1	7	6	4	16	7	52
MFSD2A	7	5	46	6	16	14	6	19	9	43	28	10	11	11	17	17	9	9	8	16	20	5	12	11	11	5	13	3	10	3	11	13	6	5	52	3	5	30	5	12	14	9	12	21	8	4	14	6	1	24	8	58	7	18	9	6	12	11	4	3	74	6	8	1	9	8	5	7	5	41
L3HYPDH	13	3	30	7	15	5	9	10	13	57	18	16	20	11	18	16	11	11	15	12	29	12	19	12	10	6	12	3	11	3	12	9	11	11	58	10	11	45	9	21	19	24	21	14	42	1	9	11	1	23	12	60	9	18	10	7	7	14	5	9	75	10	10	3	7	4	8	14	12	44
GTF2E1	9	2	19	9	11	9	6	9	8	33	11	7	15	14	16	16	7	2	16	13	18	7	12	6	9	7	4	2	8	5	3	12	6	5	44	5	4	31	6	15	8	15	9	10	19	1	9	6	1	21	11	48	8	12	8	4	6	12	4	6	45	9	10	1	7	8	5	6	18	34
ISL1	8	6	12	3	10	8	3	9	10	34	7	4	9	10	13	10	6	3	9	11	13	7	4	5	6	2	2	1	9	3	9	4	4	10	54	5	4	23	8	4	7	7	10	7	10	3	7	5	4	16	12	45	3	15	7	1	6	4	8	6	36	8	11	1	4	2	5	6	8	33
SHC4	5	4	10	2	7	8	3	9	11	23	12	5	15	8	12	9	5	3	8	12	10	10	15	13	4	10	1	1	10	1	2	16	6	7	45	8	2	24	8	7	13	10	7	6	13	2	10	5	1	18	6	41	4	15	5	1	9	10	6	3	55	4	9	2	6	6	7	11	10	39
NPAP1	4	2	10	7	7	6	2	11	6	22	7	7	11	6	12	8	6	3	2	6	15	3	20	7	5	9	3	2	7	2	3	5	4	7	32	11	2	20	5	16	2	7	15	11	5	1	6	2	2	7	6	31	4	11	2	1	9	6	8	4	33	4	3	1	3	2	1	8	3	32
FRS2	12	11	25	7	22	15	3	15	17	43	14	12	24	21	19	18	11	7	13	11	19	9	18	7	14	14	17	8	12	6	11	12	15	8	57	5	5	40	11	18	10	16	20	14	24	1	23	5	1	25	23	73	10	17	16	1	17	20	4	5	54	15	5	1	6	14	8	10	20	44
ANXA8	7	1	15	6	10	7	3	6	13	42	7	12	14	6	7	14	4	5	11	12	26	7	2	11	4	8	3	3	11	2	5	14	5	2	43	1	4	34	4	5	9	19	14	8	18	1	6	8	1	13	7	58	7	6	2	3	10	13	5	2	30	3	7	1	1	8	3	4	6	18
ZNF98	2	1	15	7	6	7	5	7	9	45	8	8	8	12	23	14	4	10	6	4	14	9	8	9	5	6	5	3	13	1	3	9	4	6	59	5	7	23	7	6	7	10	9	7	13	1	9	4	1	17	8	53	6	14	2	1	3	8	7	2	32	8	11	1	2	1	1	12	8	22
CRISPLD1	5	5	14	4	10	12	3	9	7	27	6	7	14	4	8	8	5	7	6	3	18	8	9	5	5	6	8	2	3	3	3	9	4	5	39	1	1	19	7	9	10	13	9	8	18	1	5	1	2	14	12	46	2	6	5	6	12	17	1	6	35	8	5	1	5	4	5	12	6	23
GML	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2
TMEM244	8	1	20	7	7	11	4	6	14	43	18	16	13	7	11	12	11	2	5	10	22	9	13	10	3	5	10	4	5	6	7	9	6	11	52	5	5	33	8	16	11	9	14	9	22	1	6	5	2	19	4	49	9	12	6	1	7	13	9	4	34	11	9	1	5	5	4	6	6	36
HSD17B8	8	7	21	16	8	14	3	11	12	45	11	11	17	15	14	13	7	6	15	10	25	16	11	9	13	15	5	4	4	8	11	10	14	11	54	11	2	25	6	20	6	17	21	7	38	1	14	7	1	28	16	49	8	24	12	5	13	14	5	6	46	6	11	1	10	6	9	18	8	49
KRT5	5	4	20	3	9	5	6	4	6	35	9	7	10	5	8	14	10	4	12	13	22	3	6	6	3	8	5	3	8	2	4	6	5	4	47	2	3	21	6	13	1	8	6	5	18	3	7	6	1	19	10	47	5	6	8	1	12	13	6	6	46	10	6	1	6	4	3	7	7	25
SMIM29	8	4	19	8	16	10	9	11	12	38	11	9	12	13	12	6	11	4	7	10	25	6	15	6	10	6	13	3	13	2	3	10	7	10	45	6	5	35	8	10	12	10	13	12	26	1	6	5	2	19	13	47	6	16	5	2	12	16	3	1	45	5	6	1	5	8	4	9	6	41
